ff0f426b-bdd8-48bb-b056-242d8156b92f|krsiloemr_tblpatient|PatientId: 1240, PatientMRNNo: 9147, PatientName: Jeff Smith, DateOfBirth: 19380602, Age: 80, Gender: M, SymptomsAndSigns: 1, ClinicalHistory: 1, PhysicalExam: 1, ECG: 0, NTproBNP: 1627.628, BNP: 0.0, LVEF: 37.880135, LAVI: 87.5406, Ee: 14.838522, eSeptal: 4.0744057, LongitudinalStrain: 11.5738325, TRV: 4.2591815, EncounterDate: 20180825|35419064-9837-457a-aa28-4fc0434ee915
f52e6ea6-8003-488c-acea-587be8bb150c|krsiloemr_tblpatient|PatientId: 1241, PatientMRNNo: 2881, PatientName: Jeff Smith, DateOfBirth: 19380602, Age: 80, Gender: M, SymptomsAndSigns: 0, ClinicalHistory: 1, PhysicalExam: 0, ECG: 0, NTproBNP: 174.9782, BNP: 0.0, LVEF: 68.752556, LAVI: 68.62564, Ee: 16.135399, eSeptal: 5.113375, LongitudinalStrain: 19.18143, TRV: 4.845861, EncounterDate: 20180825|8a4fa839-845f-40d2-95c9-e1bd18144676
66b091fb-9842-473d-a400-53f3915d4e32|krsiloemr_tblpatient|PatientId: 1242, PatientMRNNo: 7074, PatientName: Jeff Smith, DateOfBirth: 19380602, Age: 80, Gender: M, SymptomsAndSigns: 0, ClinicalHistory: 0, PhysicalExam: 1, ECG: 0, NTproBNP: 1770.5216, BNP: 0.0, LVEF: 35.73702, LAVI: 86.31845, Ee: 10.678776, eSeptal: 7.6795807, LongitudinalStrain: 15.610523, TRV: 4.454356, EncounterDate: 20180825|7c667c16-e260-4f98-9b78-48c596b54b7f
f604e6d2-98c3-4900-b89e-b863f9d39a33|krsiloemr_tblpatient|PatientId: 1243, PatientMRNNo: 7404, PatientName: Jeff Smith, DateOfBirth: 19380602, Age: 80, Gender: M, SymptomsAndSigns: 0, ClinicalHistory: 0, PhysicalExam: 0, ECG: 1, NTproBNP: 1996.6984, BNP: 0.0, LVEF: 71.01422, LAVI: 77.3077, Ee: 11.707476, eSeptal: 8.727808, LongitudinalStrain: 19.715015, TRV: 3.7401967, EncounterDate: 20180825|d5c7e635-f13a-4947-be38-6e00469a686b
c176a0db-5355-4328-a7da-498fbdd2bbeb|krsiloemr_tblpatient|PatientId: 1244, PatientMRNNo: 3958, PatientName: Jeff Smith, DateOfBirth: 19380602, Age: 80, Gender: M, SymptomsAndSigns: 0, ClinicalHistory: 1, PhysicalExam: 1, ECG: 0, NTproBNP: 419.34973, BNP: 0.0, LVEF: 53.441948, LAVI: 42.595863, Ee: 12.771784, eSeptal: 9.579371, LongitudinalStrain: 15.961575, TRV: 3.2515697, EncounterDate: 20180825|20a1cc44-b543-4ca8-b3bb-421a575f9ca9
2ae7cff2-a024-4595-bfe5-2ba2a5fbccf3|krsiloemr_tblpatient|PatientId: 1245, PatientMRNNo: 5339, PatientName: Jeff Smith, DateOfBirth: 19380602, Age: 80, Gender: M, SymptomsAndSigns: 0, ClinicalHistory: 0, PhysicalExam: 1, ECG: 0, NTproBNP: 1315.2223, BNP: 0.0, LVEF: 64.85144, LAVI: 65.387024, Ee: 18.99822, eSeptal: 4.5483484, LongitudinalStrain: 16.237038, TRV: 4.805665, EncounterDate: 20180825|04cf1d7c-c23d-433b-9b96-1534a1526b80
9ec5fb3c-33b1-4a7d-922e-ddf573937f06|krsiloemr_tblpatient|PatientId: 1246, PatientMRNNo: 5027, PatientName: Jeff Smith, DateOfBirth: 19380602, Age: 80, Gender: M, SymptomsAndSigns: 1, ClinicalHistory: 0, PhysicalExam: 1, ECG: 0, NTproBNP: 571.5437, BNP: 0.0, LVEF: 56.789238, LAVI: 17.357122, Ee: 9.906768, eSeptal: 6.9580145, LongitudinalStrain: 10.234148, TRV: 4.190324, EncounterDate: 20180825|62661f81-d843-4a05-ab8b-68edef3bae66
57657254-7c20-4db2-aa41-9c5dcc0d1454|krsiloemr_tblpatient|PatientId: 1247, PatientMRNNo: 3060, PatientName: Jeff Smith, DateOfBirth: 19380602, Age: 80, Gender: M, SymptomsAndSigns: 1, ClinicalHistory: 1, PhysicalExam: 1, ECG: 0, NTproBNP: 637.81836, BNP: 0.0, LVEF: 74.59321, LAVI: 90.03871, Ee: 12.573463, eSeptal: 4.271609, LongitudinalStrain: 20.552668, TRV: 4.457748, EncounterDate: 20180825|a812e793-ce04-4f8a-9fc4-58ccf7db5f54
3bc0ae89-ff9a-42c4-b436-0657450d4192|krsiloemr_tblpatient|PatientId: 1248, PatientMRNNo: 4435, PatientName: Jeff Smith, DateOfBirth: 19380602, Age: 80, Gender: M, SymptomsAndSigns: 0, ClinicalHistory: 1, PhysicalExam: 0, ECG: 0, NTproBNP: 1504.7212, BNP: 0.0, LVEF: 51.903633, LAVI: 44.83247, Ee: 18.662542, eSeptal: 9.843763, LongitudinalStrain: 10.606318, TRV: 3.050005, EncounterDate: 20180825|e404699b-f54e-4a4b-b239-0b75baed2eda
6d9ead0a-5fbc-408a-921a-d688104e97ea|krsiloemr_tblpatient|PatientId: 1249, PatientMRNNo: 2987, PatientName: Jeff Smith, DateOfBirth: 19380602, Age: 80, Gender: M, SymptomsAndSigns: 0, ClinicalHistory: 0, PhysicalExam: 0, ECG: 1, NTproBNP: 1619.3503, BNP: 0.0, LVEF: 66.185265, LAVI: 62.597492, Ee: 16.895782, eSeptal: 10.514839, LongitudinalStrain: 20.896065, TRV: 4.021136, EncounterDate: 20180825|dc25b685-c512-43d1-9259-82720e561c3e
